наименование	производитель	код
	Не определен	62063
	Не определен	62063
	Не определен	30570
	Не определен	28632
	Не определен	38239
	Не определен	60971
	Не определен	42897
	Не определен	42897
	Не определен	62381
	Не определен	71473
	Не определен	40134
	pfizer/R-Pharm	61590
	Не определен	43704
	Не определен	54391
	Не определен	54391
	Не определен	62183
	Не определен	34585
	Не определен	64278
	Не определен	62596
	Не определен	32998
	Не определен	28644
	Не определен	52844
	Не определен	65541
	Не определен	71271
	Не определен	65827
	Не определен	63918
	Не определен	70344
	Не определен	73246
	Не определен	73231
	Не определен	32988
	Не определен	38949
	Не определен	44428
	Не определен	73165
	teva	70061
	Не определен	69491
	Не определен	72589
	Не определен	73337
	Не определен	73337
	Не определен	72064
	Не определен	72225
	Не определен	63314
	Не определен	61804
	Не определен	64981
	Не определен	68166
	Не определен	34819
	Не определен	64286
	Не определен	48097
	Не определен	72412
	Не определен	71959
	Не определен	72105
	Не определен	49884
	Не определен	73051
	Не определен	72539
	Не определен	67694
	Не определен	67694
	lab.BalaldacciniS.p.A.	73247
	Не определен	68733
	laboratorium Kolastyna	73027
	Не определен	61458
	Не определен	70918
	Не определен	70918
	Не определен	69204
	Не определен	69204
	Не определен	56644
	Не определен	59130
	Не определен	59130
	Не определен	62541
	Не определен	73034
	Не определен	71976
	Не определен	70261
	Не определен	71648
	Не определен	71648
	Не определен	54708
	Не определен	50162
	Не определен	50162
	Не определен	52372
	Не определен	62915
	Не определен	62915
	Не определен	62710
	Не определен	73106
	unique Pharmaceutical Lab	68705
	unique Pharmaceutical Lab	67571
	unique Pharmaceutical Lab	67571
	Не определен	72710
	Не определен	72594
	Не определен	72594
	Не определен	57541
	Не определен	67457
	Не определен	72360
	Не определен	72487
	sanofi-Syntelabo	58701
	sanofi-Syntelabo	58701
	Не определен	65384
	Не определен	72174
	Не определен	72174
	Не определен	54766
	Не определен	54766
	Не определен	51986
	Не определен	63323
	Не определен	73138
	Не определен	46048
	Не определен	72383
	higlance Laboratories Pvt Ltd	66896
	higlance Laboratories Pvt Ltd	66896
	Не определен	66183
	Не определен	66182
	Не определен	72845
	Не определен	65460
	Не определен	72588
	Не определен	36164
	Не определен	69795
	Не определен	49402
	Не определен	70146
	Не определен	61594
	Не определен	45437
	Не определен	72740
	Не определен	59136
	Не определен	69792
	Не определен	71499
	delpharm Orlean	69053
	delpharm Orlean	68901
	Не определен	70569
	Не определен	73263
	Не определен	67540
	Не определен	55675
	Не определен	38121
	Не определен	62795
	Не определен	69334
	Не определен	69334
	Не определен	47996
	Не определен	47996
	Не определен	70737
	Не определен	70738
	Не определен	58212
	mauermann Arzneimittel KG	54617
	Не определен	28695
	Не определен	28696
	Не определен	28698
	Не определен	28698
	Не определен	65273
	Не определен	28704
	Не определен	69852
	Не определен	71025
	Не определен	57391
	Не определен	64120
	Не определен	71550
	Не определен	67294
	Не определен	73057
	Не определен	72266
	Не определен	67535
	Не определен	56121
	Не определен	53851
	Не определен	33501
	Не определен	62982
	Не определен	71827
	Не определен	71827
	Не определен	68119
	Не определен	33500
	Не определен	28707
	Не определен	28707
	rottendorf Pharma/Merz	71552
	rottendorf Pharma	70841
	rottendorf Pharma/Merz	71241
	rottendorf Pharma/Merz	71241
	Не определен	72766
	Не определен	64585
	Не определен	42464
	Не определен	59069
	Не определен	65160
	Не определен	33140
	Не определен	73307
	Не определен	65896
	Не определен	65896
	Не определен	73256
	Не определен	46098
	Не определен	48877
	Не определен	48877
	Не определен	67481
	Не определен	69469
	glenmark	68697
	Не определен	56541
	Не определен	56541
	Не определен	71546
	Не определен	62998
	Не определен	72783
	Не определен	72783
	biologische Heilmittel GmbH	69398
	Не определен	71871
	Не определен	32897
	Не определен	73291
	shreya	72807
	glenmark	66447
	glenmark	69039
	Не определен	28717
	Не определен	28717
	Не определен	28717
	Не определен	32209
	Не определен	71902
	Не определен	72106
	Не определен	69137
	Не определен	71710
	Не определен	71792
	Не определен	58287
	catalent France Beinheim_	69835
	janssen-Cilag	54503
	janssen pharmaceutica	54658
	Не определен	50252
	Не определен	47364
	Не определен	58433
	ningbo Longco Commodity Co., LTD.	69995
	Не определен	67343
	Не определен	54095
	Не определен	54095
	Не определен	65489
	Не определен	72065
	Не определен	65329
	Не определен	65329
	Не определен	47490
	Не определен	66075
	Не определен	36934
	Не определен	36934
	Не определен	35110
	saponificio Artigianale Fio IT	52862
	Не определен	36589
	Не определен	36590
	Не определен	34654
	Не определен	30455
	Не определен	28754
	Не определен	28759
	Не определен	73117
	Не определен	72623
	Не определен	51206
	Не определен	72713
	Не определен	64574
	Не определен	39515
	Не определен	35634
	Не определен	35160
	Не определен	55602
	Не определен	55603
	Не определен	37106
	Не определен	31416
	Не определен	31416
	Не определен	31418
	Не определен	56799
	Не определен	64582
	Не определен	30890
	Не определен	31746
	Не определен	30914
	Не определен	62078
	Не определен	62078
	Не определен	31944
	Не определен	43255
	Не определен	72571
	Не определен	69682
	Не определен	72572
	Не определен	73249
	Не определен	63484
	Не определен	54955
	Не определен	45583
	Не определен	28763
	"Eagle Nutrionals, Inc." US	28764
	"Eagle Nutrionals, Inc." US	28764
	Не определен	72130
	Не определен	47718
	Не определен	30416
	Не определен	28766
	Не определен	28766
	Не определен	42234
	Не определен	42183
	Не определен	46654
	Не определен	41686
	Не определен	73099
	Не определен	73099
	organon	73052
	Не определен	30326
	Не определен	28773
	Не определен	28773
	Не определен	71019
	"Eagle Nutrionals, Inc." US	28777
	Не определен	28778
	Не определен	36631
	Не определен	64135
	Не определен	62677
	Не определен	37611
	Не определен	65419
	Не определен	71562
	Не определен	64272
	Не определен	64441
	Не определен	55208
	Не определен	44841
	Не определен	64270
	Не определен	28782
	Не определен	58032
	Не определен	58032
	Не определен	55898
	Не определен	28783
	Не определен	28784
	Не определен	59778
	Не определен	43968
	Не определен	67744
	Не определен	68882
	Не определен	72934
	Не определен	72935
	Не определен	45422
	Не определен	54000
	Не определен	54000
	Не определен	52326
	Не определен	70164
	Не определен	53306
	Не определен	72708
	Не определен	62950
	Не определен	68450
	Не определен	38067
	Не определен	71408
	Не определен	71408
	Не определен	70817
	Не определен	70817
	Не определен	72818
	Не определен	73131
	Не определен	73262
	sweet Tec GmbH	62039
	sweet Tec GmbH	62039
	sweet Tec GmbH	60436
	sweet Tec GmbH	60436
	sweet Tec GmbH	32342
	"Eurosirel s.r.l."	32343
	"Eagle Nutrionals, Inc." US	32345
	"Eagle Nutrionals, Inc." US	32345
	"Eagle Nutrionals, Inc." US	32345
	sweet Tec GmbH	55182
	Не определен	28799
	Не определен	67166
	Не определен	69022
	Не определен	73197
	Не определен	70751
	Не определен	59025
	Не определен	71101
	Не определен	62203
	Не определен	62203
	Не определен	68803
	Не определен	56847
	berlin-chemie	65927
	berlin-chemie	65927
	Не определен	38702
	Не определен	63744
	Не определен	62472
	Не определен	63740
	Не определен	59135
	Не определен	59732
	Не определен	70621
	Не определен	70072
	Не определен	70072
	Не определен	69366
	Не определен	71510
	Не определен	64662
	Не определен	55437
	Не определен	55437
	"Eagle Nutrionals, Inc." US	28805
	"Eagle Nutrionals, Inc." US	28805
	Не определен	42787
	"Eagle Nutrionals, Inc." US	28806
	Не определен	28808
	Не определен	49285
	g.L.Pharma Gmbh	59091
	g.L.Pharma Gmbh	59656
	Не определен	68824
	Не определен	72680
	Не определен	43664
	Не определен	39759
	Не определен	39759
	Не определен	39759
	Не определен	72558
	Не определен	72558
	Не определен	72558
	Не определен	72558
	Не определен	73023
	Не определен	57980
	Не определен	71860
	Не определен	34454
	Не определен	50312
	Не определен	65184
	Не определен	46402
	Не определен	60586
	exeltis Ilac San	54424
	Не определен	71672
	"Eagle Nutrionals, Inc." US	47776
	"Eagle Nutrionals, Inc." US	47776
	Не определен	72066
	Не определен	72610
	Не определен	71694
	Не определен	52251
	alfasigma_	73233
	lozen Pharma Pvt. Ltd.	56044
	lozen Pharma Pvt. Ltd.	56044
	Не определен	28823
	Не определен	56737
	nESTI DANTE Srl	55906
	nESTI DANTE Srl	55906
	famar Health Care Services Madri	70211
	famar Health Care Services Madri	70211
	Не определен	64271
	Не определен	67325
	Не определен	67325
	Не определен	67206
	Не определен	67360
	Не определен	69462
	Не определен	69462
	Не определен	51061
	Не определен	68121
	beiersdorf AG	28832
	Не определен	61827
	Не определен	33638
	Не определен	36721
	Не определен	60636
	Не определен	55782
	Не определен	72297
	Не определен	72297
	Не определен	33320
	mcNeil AB	60870
	Не определен	70634
	Не определен	73273
	Не определен	71153
	mcNeil AB	69828
	lTS Lohmann Therapie-Systeme/Novartis Ph	70617
	lTS Lohmann Therapie-Systeme/Novartis Ph	70267
	lTS Lohmann Therapie-Systeme/Novartis Ph	70267
	mcNeil AB	69168
	Не определен	70578
	mcNeil AB	68916
	mcNeil AB	68916
	mcNeil AB	68916
	Не определен	36133
	"Eagle Nutrionals, Inc." US	46087
	"Eagle Nutrionals, Inc." US	46087
	Не определен	55998
	Не определен	49381
	Не определен	46797
	Не определен	46797
	Не определен	55727
	Не определен	56595
	Не определен	73254
	menarini A.	71888
	Не определен	72561
	Не определен	72561
	laboratorios Menarini	72938
	Не определен	70066
	Не определен	73074
	Не определен	73304
	Не определен	64671
	Не определен	50935
	Не определен	68509
	Не определен	71511
	panacea Biotec	55141
	Не определен	49346
	kRKA	69267
	Не определен	37646
	Не определен	28861
	Не определен	33481
	Не определен	66045
	pro.Med.	66044
	Не определен	32584
	Не определен	32584
	Не определен	32584
	Не определен	47686
	Не определен	28865
	Не определен	47067
	Не определен	72576
	Не определен	30378
	Не определен	28867
	Не определен	70942
	Не определен	69400
	Не определен	63475
	Не определен	68690
	Не определен	72532
	Не определен	72626
	Не определен	64890
	Не определен	69361
	Не определен	64960
	Не определен	61671
	Не определен	71289
	Не определен	57250
	organon	68480
	Не определен	70104
	Не определен	42099
	Не определен	62934
	Не определен	62934
	teva	67697
	Не определен	68217
	Не определен	68217
	Не определен	51009
	Не определен	68629
	Не определен	44945
	Не определен	44945
	Не определен	43230
	Не определен	65779
	Не определен	65779
	Не определен	65779
	Не определен	72274
	Не определен	67298
	Не определен	67298
	Не определен	62387
	Не определен	62281
	Не определен	40803
	Не определен	51098
	Не определен	28894
	Не определен	28895
	Не определен	68183
	Не определен	68183
	Не определен	55542
	"Eagle Nutrionals, Inc." US	28898
	"Eagle Nutrionals, Inc." US	28898
	uCB	71987
	Не определен	71988
	Не определен	71988
	"Eagle Nutrionals, Inc." US	44794
	"Eagle Nutrionals, Inc." US	45151
	pfizer/R-Pharm	61944
	pfizer/R-Pharm	61944
	Не определен	61416
	Не определен	61880
	Не определен	48896
	gedeon Richter Plc.	66543
	Не определен	69100
	Не определен	69100
	Не определен	63640
	Не определен	64139
	Не определен	73250
	Не определен	69419
	dMDBS	69420
	dMDBS	69918
	dMDBS	69814
	ruian	70597
	Не определен	64527
	Не определен	64528
	Не определен	39369
	Не определен	46198
	Не определен	48376
	Не определен	48376
	Не определен	43577
	Не определен	47866
	Не определен	30307
	Не определен	30307
	reckitt Benckiser Healthcare (UK)	64452
	Не определен	46071
	Не определен	49635
	Не определен	46126
	Не определен	46126
	Не определен	45155
	Не определен	43727
	patheon/Reckitt Benckiser	54736
	Не определен	28936
	Не определен	30310
	Не определен	55266
	Не определен	72830
	Не определен	72830
	Не определен	65822
	Не определен	28949
	Не определен	28949
	Не определен	30917
	Не определен	33903
	Не определен	33903
	Не определен	31323
	Не определен	31497
	Не определен	31497
	Не определен	31492
	Не определен	70815
	Не определен	31041
	Не определен	61339
	Не определен	61583
	Не определен	61583
	Не определен	34734
	Не определен	34734
	"Eagle Nutrionals, Inc." US	61170
	Не определен	43978
	Не определен	31030
	Не определен	45262
	Не определен	68689
	Не определен	67018
	Не определен	67018
	Не определен	73198
	biologische Heilmittel GmbH	61273
	"Eagle Nutrionals, Inc." US	30630
	Не определен	63816
	Не определен	45700
	Не определен	70283
	Не определен	37849
	Не определен	60774
	Не определен	45682
	Не определен	52659
	Не определен	37813
	Не определен	65051
	Не определен	70714
	Не определен	70397
	Не определен	70763
	Не определен	73000
	Не определен	64917
	Не определен	32576
	Не определен	28953
	Не определен	71413
	Не определен	71196
	Не определен	71196
	jelfa	49494
	Не определен	65840
	Не определен	57051
	Не определен	68743
	Не определен	28948
	Не определен	64377
	Не определен	60025
	Не определен	52021
	hyginett KFT	73060
	Не определен	35491
	Не определен	70811
	Не определен	59149
	Не определен	71485
	Не определен	63593
	Не определен	63593
	Не определен	68074
	Не определен	59151
	Не определен	59663
	Не определен	28961
	Не определен	68396
	Не определен	57187
	"Eagle Nutrionals, Inc." US	50778
	abbot	67344
	Не определен	60373
	Не определен	65435
	Не определен	65435
	Не определен	72636
	dr.Reddy s	56679
	laboratorios Liconsa S.A	66197
	laboratorios Liconsa S.A	65421
	laboratorios Liconsa S.A	65421
	Не определен	49329
	Не определен	70948
	Не определен	72314
	Не определен	73235
	Не определен	73235
	Не определен	54701
	Не определен	59708
	Не определен	72959
	Не определен	60474
	Не определен	37783
	Не определен	37958
	Не определен	65870
	Не определен	65870
	Не определен	70354
	Не определен	70355
	Не определен	69319
	"Eagle Nutrionals, Inc." US	28975
	Не определен	73039
	Не определен	73328
	nestle Health Science (Deutschla	69576
	nesti Dante S.R.L.	67606
	Не определен	30551
	rialto Enterprises Pvt. Ltd., India	69322
	Не определен	72238
	Не определен	68117
	Не определен	68117
	Не определен	68117
	Не определен	68117
	Не определен	66327
	Не определен	63910
	bender Saglik Hizmetleri Tic. L.	72327
	bender Saglik Hizmetleri Tic. L.	72325
	Не определен	45499
	Не определен	45498
	Не определен	63525
	Не определен	53629
	Не определен	53629
	Не определен	68390
	Не определен	32463
	Не определен	45189
	Не определен	45189
	Не определен	37438
	Не определен	33784
	Не определен	68813
	Не определен	73166
	tRB Chemedica AG	68825
	tRB Chemedica AG	68825
	tRB Chemedica AG	68825
	Не определен	41633
	Не определен	42825
	"Eagle Nutrionals, Inc." US	28993
	novartis Consumer Health	54811
	novartis Consumer Health	54667
	gSK Consumer Healthcare SA	65990
	gSK Consumer Healthcare SA	68380
	Не определен	46119
	novartis Consummer Health	55814
	Не определен	28997
	Не определен	28998
	Не определен	63252
	Не определен	66853
	Не определен	48484
	Не определен	51113
	Не определен	69724
	Не определен	69743
	Не определен	69743
	Не определен	69743
	glenmark Pharmaceuticals Ltd.	71803
	Не определен	60146
	Не определен	60146
	Не определен	30501
	Не определен	54166
	Не определен	65058
	Не определен	59598
	Не определен	33001
	Не определен	33001
	Не определен	49821
	Не определен	49821
	Не определен	49821
	Не определен	39824
	Не определен	39824
	Не определен	70672
	Не определен	71154
	Не определен	37177
	Не определен	31102
	Не определен	55198
	Не определен	31555
	Не определен	50035
	Не определен	50035
	Не определен	68113
	Не определен	68115
	Не определен	68114
	"Eagle Nutrionals, Inc." US	65074
	Не определен	64581
	Не определен	31579
	Не определен	49712
	Не определен	49712
	Не определен	31580
	Не определен	59650
	Не определен	64523
	Не определен	30831
	Не определен	30767
	Не определен	30767
	Не определен	71600
	Не определен	71844
	Не определен	64846
	Не определен	64845
	Не определен	72929
	Не определен	70089
	Не определен	34904
	Не определен	49588
	Не определен	49588
	Не определен	65012
	Не определен	72527
	Не определен	63256
	Не определен	57816
	Не определен	71712
	Не определен	30898
	Не определен	31148
	Не определен	63400
	Не определен	30826
	Не определен	43774
	Не определен	36698
	"Eagle Nutrionals, Inc." US	30960
	"Eagle Nutrionals, Inc." US	49587
	"Eagle Nutrionals, Inc." US	30875
	Не определен	71448
	Не определен	71448
	Не определен	71758
	Не определен	29005
	Не определен	66815
	Не определен	66277
	Не определен	49981
	Не определен	49981
	Не определен	49982
	Не определен	49980
	Не определен	29008
	Не определен	54316
	Не определен	54965
	Не определен	37508
	Не определен	70945
	Не определен	70945
	Не определен	70618
	gedeon Richter	66911
	Не определен	73202
	Не определен	62483
	Не определен	72493
	Не определен	73297
	Не определен	73298
	Не определен	30606
	Не определен	65156
	"Eagle Nutrionals, Inc." US	29026
	Не определен	67322
	Не определен	61327
	Не определен	60958
	Не определен	71369
	Не определен	63329
	Не определен	65123
	Не определен	62421
	Не определен	55097
	Не определен	61805
	Не определен	70917
	Не определен	70939
	Не определен	72851
	Не определен	70702
	Не определен	69428
	Не определен	55243
	Не определен	68984
	Не определен	65388
	Не определен	72811
	Не определен	72414
	Не определен	64302
	Не определен	53539
	Не определен	72473
	Не определен	72473
	Не определен	72474
	Не определен	68127
	Не определен	72475
	Не определен	72476
	Не определен	35352
	Не определен	35352
	Не определен	35352
	Не определен	66129
	Не определен	72121
	Не определен	67503
	babydrink	65897
	babydrink	65897
	Не определен	67033
	Не определен	68553
	Не определен	61711
	Не определен	61711
	Не определен	59581
	Не определен	57857
	Не определен	71809
	Не определен	67929
	Не определен	34693
	Не определен	60603
	Не определен	61917
	Не определен	66782
	Не определен	73282
	Не определен	50731
	Не определен	73321
	Не определен	29049
	Не определен	45030
	Не определен	45030
	Не определен	35893
	Не определен	62162
	Не определен	71042
	Не определен	72975
	Не определен	72975
	Не определен	69351
	Не определен	62835
	Не определен	72879
	Не определен	71409
	Не определен	70661
	Не определен	70898
	Не определен	71421
	Не определен	71421
	"Eagle Nutrionals, Inc." US	29053
	"Eagle Nutrionals, Inc." US	29053
	Не определен	69654
	Не определен	48072
	Не определен	66787
	Не определен	29057
	guangzhou Yiya Cosmetics Co., Ltd	72566
	Не определен	72519
	Не определен	72415
	Не определен	72367
	Не определен	70383
	Не определен	71362
	Не определен	70936
	Не определен	71200
	Не определен	37224
	Не определен	45166
	Не определен	66432
	Не определен	40308
	Не определен	72154
	sFM Hospital Products	72175
	Не определен	73253
	Не определен	71703
	Не определен	71703
	Не определен	72715
	Не определен	72715
	sFM Hospital Products	73229
	sFM Hospital Products	73230
	Не определен	72733
	sFM Hospital Products	68709
	Не определен	72741
	Не определен	72742
	Не определен	64385
	Не определен	64385
	Не определен	72042
	Не определен	72042
	Не определен	72048
	Не определен	72049
	Не определен	65699
	Не определен	50734
	Не определен	61977
	"Eagle Nutrionals, Inc." US	46738
	Не определен	73153
	Не определен	72111
	Не определен	72759
	Не определен	62815
	Не определен	62815
	sentiss Pharma PVT.LTD	72349
	Не определен	60782
	Не определен	68696
	"Eagle Nutrionals, Inc." US	49115
	Не определен	65050
	Не определен	44124
	Не определен	65249
	Не определен	66821
	Не определен	67679
	Не определен	68698
	Не определен	29086
	"Eagle Nutrionals, Inc." US	35859
	"Eagle Nutrionals, Inc." US	41245
	"Eagle Nutrionals, Inc." US	41245
	Не определен	72267
	Не определен	72267
	medana Pharma	62188
	Не определен	54449
	Не определен	71294
	Не определен	71294
	Не определен	58280
	Не определен	35753
	Не определен	35753
	Не определен	58186
	Не определен	58186
	Не определен	46965
	Не определен	71828
	Не определен	65977
	sanofi Aventis S.A.	70905
	Не определен	70223
	Не определен	70223
	Не определен	68614
	Не определен	68614
	Не определен	66400
	Не определен	69523
	Не определен	72732
	livepro (Guangzhou) Beauty Cosme	61135
	Не определен	69484
	Не определен	69484
	Не определен	69484
	Не определен	67074
	Не определен	72550
	hisamitsu Pharmaceutical Co. Ltd	67265
	hisamitsu Pharmaceutical Co. Ltd	67265
	Не определен	72887
	Не определен	69310
	Не определен	69311
	Не определен	64455
	biologische Heilmittel GmbH	69095
	Не определен	72255
	Не определен	62248
	Не определен	72272
	Не определен	32268
	Не определен	63724
	Не определен	40792
	Не определен	60130
	Не определен	60354
	Не определен	60354
	Не определен	60354
	Не определен	60354
	Не определен	60354
	Не определен	49555
	Не определен	66296
	Не определен	69635
	Не определен	69635
	Не определен	67111
	Не определен	73280
	Не определен	69636
	Не определен	69637
	Не определен	69637
	Не определен	67079
	Не определен	73264
	Не определен	71643
	Не определен	72029
	Не определен	65211
	Не определен	64785
	Не определен	64786
	Не определен	64786
	Не определен	72302
	Не определен	37365
	Не определен	33983
	Не определен	50986
	Не определен	42306
	Не определен	57069
	Не определен	71261
	pharmygiene-Scat	57308
	recordati	71009
	Не определен	34309
	Не определен	29144
	"Eagle Nutrionals, Inc." US	50439
	Не определен	69481
	Не определен	72983
	Не определен	29148
	Не определен	70630
	Не определен	44845
	Не определен	50791
	Не определен	50791
	Не определен	36921
	Не определен	61078
	"Eagle Nutrionals, Inc." US	42268
	Не определен	73330
	Не определен	41350
	Не определен	37366
	Не определен	47168
	Не определен	62192
	Не определен	29159
	Не определен	61463
	dr. Gerhard Mann	59216
	Не определен	29161
	Не определен	29162
	gedeon Richter	66655
	Не определен	71565
	Не определен	71565
	Не определен	29163
	Не определен	55224
	Не определен	41584
	Не определен	68464
	Не определен	34815
	Не определен	72375
	Не определен	70113
	Не определен	67735
	Не определен	55461
	Не определен	39028
	Не определен	39028
	Не определен	39028
	Не определен	32733
	Не определен	33286
	Не определен	33286
	Не определен	48676
	Не определен	48676
	Не определен	67944
	Не определен	44064
	Не определен	33005
	Не определен	60557
	Не определен	60557
	reckitt Benckiser Healthcare (UK)	72226
	reckitt Benckiser Healthcare (UK)	72226
	Не определен	66668
	Не определен	66668
	Не определен	29189
	Не определен	29192
	"Eagle Nutrionals, Inc." US	29193
	Не определен	29194
	Не определен	65774
	hebei Fenghe Biotechnology INC.,	72403
	Не определен	73331
	Не определен	48312
	hebei Fenghe Biotechnology INC.,	65603
	Не определен	73338
	Не определен	51820
	Не определен	72398
	zhejiang Huafu Medical Equipment	72755
	zhejiang Huafu Medical Equipment	72755
	Не определен	62577
	Не определен	71554
	Не определен	71151
	Не определен	71151
	Не определен	65140
	Не определен	65140
	Не определен	65155
	Не определен	64851
	Не определен	55076
	Не определен	70231
	Не определен	69832
	Не определен	70294
	Не определен	66122
	Не определен	69996
	medicProgress a.s	68519
	delpharm Lille S.a.S.	67045
	Не определен	50808
	Не определен	64099
	Не определен	29242
	Не определен	51028
	Не определен	64379
	Не определен	66041
	Не определен	66041
	Не определен	67224
	Не определен	67225
	Не определен	67930
	recordati	57572
	"Eagle Nutrionals, Inc." US	29262
	"Eagle Nutrionals, Inc." US	29262
	"Eagle Nutrionals, Inc." US	36142
	"Eagle Nutrionals, Inc." US	36142
	Не определен	54695
	protech Biosystems	73325
	Не определен	72404
	Не определен	72790
	"Eagle Nutrionals, Inc." US	35039
	"Eagle Nutrionals, Inc." US	35039
	"Eagle Nutrionals, Inc." US	30692
	Не определен	32949
	"Eagle Nutrionals, Inc." US	39962
	Не определен	29269
	Не определен	66260
	Не определен	66260
	Не определен	29271
	Не определен	29271
	Не определен	61673
	Не определен	30719
	Не определен	41993
	Не определен	72836
	Не определен	72819
	Не определен	61258
	Не определен	35907
	Не определен	38367
	Не определен	38368
	Не определен	62442
	Не определен	68829
	Не определен	68096
	Не определен	47297
	Не определен	47297
	Не определен	51632
	Не определен	29291
	Не определен	29292
	medical Technology Products,Inc	67053
	Не определен	68357
	Не определен	73101
	Не определен	34497
	Не определен	37966
	Не определен	72556
	Не определен	72497
	"Nutrilo GmbH"	32062
	Не определен	69796
	Не определен	59090
	Не определен	31218
	Не определен	35188
	Не определен	64578
	Не определен	69519
	Не определен	32049
	Не определен	40727
	Не определен	39820
	Не определен	31932
	Не определен	49952
	Не определен	34172
	Не определен	33031
	Не определен	71986
	Не определен	32608
	avizor	70802
	Не определен	71920
	Не определен	71916
	Не определен	71916
	Не определен	63125
	Не определен	63125
	Не определен	40955
	Не определен	72071
	Не определен	46724
	Не определен	73242
	Не определен	63931
	Не определен	57380
	Не определен	57380
	menarini-Von Heyden_	71728
	menarini A.	71726
	Не определен	67170
	Не определен	59079
	Не определен	59079
	Не определен	70176
	Не определен	29311
	Не определен	64561
	Не определен	64336
	Не определен	36640
	Не определен	36640
	Не определен	52461
	Не определен	37730
	Не определен	37730
	Не определен	37730
	Не определен	54355
	Не определен	54355
	Не определен	71603
	Не определен	64157
	Не определен	64044
	Не определен	67607
	Не определен	67607
	Не определен	68243
	shreya	67301
	Не определен	72904
	Не определен	73284
	Не определен	72004
	Не определен	71999
	Не определен	71999
	Не определен	71999
	Не определен	29316
	Не определен	68323
	Не определен	59467
	Не определен	62117
	Не определен	71222
	Не определен	71484
	Не определен	70138
	Не определен	70138
	Не определен	58425
	Не определен	66646
	Не определен	45102
	Не определен	38518
	Не определен	38518
	Не определен	38518
	Не определен	49567
	Не определен	61839
	Не определен	70284
	Не определен	70284
	famar	61483
	Не определен	72381
	sagmel Inc./Farmar S.A.	56371
	contract Pharmaceuticals Limited	61555
	Не определен	71718
	Не определен	71718
	Не определен	71719
	Не определен	66641
	Не определен	44964
	Не определен	68335
	pfizer/R-Pharm	63090
	Не определен	71859
	Не определен	42479
	Не определен	42479
	Не определен	69112
	Не определен	72075
	"Eagle Nutrionals, Inc." US	45060
	"Eagle Nutrionals, Inc." US	45060
	"Eagle Nutrionals, Inc." US	46263
	Не определен	72953
	delpharm Gaillard	71166
	delpharm Reims	55592
	delpharm Reims	72767
	Не определен	71181
	Не определен	71181
	Не определен	72774
	Не определен	72774
	Не определен	68228
	Не определен	68228
	Не определен	67659
	Не определен	67659
	Не определен	53194
	Не определен	72479
	Не определен	48264
	Не определен	63395
	Не определен	59747
	Не определен	59748
	Не определен	59748
	Не определен	72780
	Не определен	67998
	Не определен	29346
	Не определен	49403
	Не определен	71656
	Не определен	70538
	Не определен	72072
	Не определен	71679
	Не определен	71979
	Не определен	61826
	Не определен	72186
	Не определен	72186
	Не определен	30684
	dr.Reddy s	71300
	teva	72395
	Не определен	73182
	Не определен	73183
	Не определен	70932
	Не определен	72773
	Не определен	72773
	Не определен	73309
	Не определен	70721
	Не определен	70721
	Не определен	36753
	Не определен	61724
	Не определен	71163
	Не определен	71163
	Не определен	67035
	teva	72878
	merckle GmbH	73122
	Не определен	65936
	"Eurosirel s.r.l."	29362
	Не определен	73324
	Не определен	29371
	Не определен	29371
	Не определен	56546
	roche Diagnostics GmbH	29372
	Не определен	69286
	Не определен	69287
	Не определен	33740
	Не определен	41593
	jadran Galenskiy laboratorij	71830
	Не определен	46106
	Не определен	72508
	Не определен	70025
	Не определен	70025
	Не определен	63147
	Не определен	71967
	Не определен	72918
	Не определен	71412
	egis	65972
	egis	72684
	Не определен	72088
	Не определен	39984
	Не определен	69115
	Не определен	39876
	Не определен	43998
	Не определен	41097
	Не определен	70657
	Не определен	70658
	Не определен	70667
	Не определен	70651
	Не определен	70651
	Не определен	70665
	Не определен	67563
	Не определен	71351
	kRKA	66440
	Не определен	66698
	Не определен	65497
	Не определен	68793
	Не определен	34995
	Не определен	34995
	Не определен	55611
	world Medicine Ilac	68097
	Не определен	32741
	Не определен	32741
	s.C. Rompharm Company S.R.L.	69609
	Не определен	48943
	Не определен	54994
	Не определен	69928
	Не определен	42669
	Не определен	31526
	Не определен	29453
	Не определен	36091
	Не определен	41278
	Не определен	34403
	Не определен	31078
	Не определен	31917
	Не определен	31016
	Не определен	39955
	Не определен	71894
	Не определен	71227
	"Eagle Nutrionals, Inc." US	71444
	Не определен	30943
	Не определен	41318
	solgar Vitamin and Herb	65515
	Не определен	60914
	Не определен	70870
	Не определен	70871
	Не определен	31364
	<SUZHOU SUNMED CO.,LTD.>	31022
	"Nutrilo GmbH"	31021
	Не определен	31290
	Не определен	72696
	Не определен	31190
	Не определен	31189
	Не определен	44387
	dongguan Since Household Care Co., Ltd.	71331
	"NESTLE WATERS SUPPLY EST"	71449
	"NESTLE WATERS SUPPLY EST"	71452
	Не определен	72262
	Не определен	72262
	Не определен	72441
	Не определен	31825
	Не определен	36004
	Не определен	68442
	Не определен	71601
	Не определен	73047
	Не определен	61889
	Не определен	56981
	Не определен	66945
	Не определен	66946
	Не определен	62500
	Не определен	71566
	Не определен	63334
	Не определен	63334
	Не определен	72446
	floor, Building 21,Junyu Park, No.7 Zhen	69386
	Не определен	42557
	Не определен	42557
	Не определен	35553
	Не определен	57535
	Не определен	59386
